label,content
other,"The US economy is staging a slower recovery than economists expected following a rise in coronavirus cases.
The economy grew at an annualised rate of 6.5% in the second quarter, according to official data.
While gross domestic product (GDP) was ahead of the first quarter, growth was below forecasts of 8.5%.
""Concerns of a resurgence of the coronavirus have been building and are reflected in the economy's performance,"" said Charles Schwab.
The investment firm's UK director, Richard Flynn, said second quarter growth was ""disappointing"", adding: ""Amid the rapid spread of the delta variant and a significant easing in both monetary and fiscal stimulus, investors may have begun to worry about a faster-than-expected economic slowdown."""
Typhoon,"The first hurricane to hit the US this season lashed Texas with high winds and heavy rain, despite being downgraded to a tropical storm.
Boats were destroyed, power lines brought down and streets flooded as storm Hanna swept through the south of the Lone Star state as it continues to battle a different crisis _ the increasing number of coronavirus cases.
The storm brought sustained winds of 60mph and dropped more than 12 inches of rain, according to the National Hurricane Centre. It made landfall on Padre Island, south of Corpus Christi.
At least three 18-wheeler trucks and several other vehicles were overturned, shutting down a two-mile stretch of US Route 77 in Sarita, close to the Mexican border.
More than 283,000 homes and businesses were without power at one point.
Coastal states have been working to adjust their emergency plans to take account of the coronavirus.
Texas governor Greg Abbott said on Saturday that some people in need of shelter would be given hotel rooms to help maintain social distancing from others.
As the storm swept in he said that the Federal Emergency Management Agency had approved an emergency declaration that will provide federal aid."
wildfires,"A swathe of land is affected on either side of the main road from Figueres to La Jonquera, south of the Pyrenees.
A Frenchman aged 64, who suffered severe burns, died on Monday.
Earlier two French nationals drowned in the sea near the border with France while trying to escape the flames. A 75-year-old man, also French, died from a heart attack in Llers, near Figueres.
Smoke from the fires has reached parts of Barcelona, Spanish media report.
About 20 people have been injured fleeing the blazes, while hundreds of firefighters have been deployed, struggling as 90km/h (56mph) gusts of wind fan the flames.
A forest fire is also raging in the parched Caceres region of southwestern Spain, again fuelled by strong gusts of wind. Spanish media say seven helicopters and two planes are trying to douse the flames with water, on a front two to three kilometres (1.5 miles) wide.
About 50 people have been evacuated from the village of Cambron in the affected area, which is mostly wild pine forest.
In Catalonia about 1,300 people left their homes in Alt Emporda district and spent the night in sports halls and social clubs."
valcano eruption,"Why did White Island erupt? The White Island volcano was a ""disaster waiting to happen,"" and tour groups never should have been allowed on the island, a leading volcano expert says. The New Zealand volcano, also known as Whakaari, erupted about 2.10pm (12.10 AEDT) on Monday, spewing plumes of ash 3600 metres into the air. Five people died in the eruption, including three Australians. 11 people are still missing, and 31 people are in hospital _ many in a critical condition. White Island is New Zealand’s most active cone - or stratovolcano. It has erupted several times since 2012, and was in continuous eruption between 1975 and 2000. An eruption in 1914 claimed 12 lives. ""White Island has been a disaster waiting to happen for many years,"" said Professor Ray Cas, a volcano expert at Monash University."
earthquake,"At least 31 people have been killed and more than 1,600 injured in a powerful earthquake in eastern Turkey.
The magnitude-6.8 quake centred on the town of Sivrice in Elazig province caused buildings to collapse and sent residents rushing into the street.
Forty-five people have been rescued so far, with more than 20 feared to remain trapped, officials say.
Earthquakes are common in Turkey - about 17,000 people died in a quake in the western city of Izmit in 1999.
Friday's quake struck at about 20:55 local time (17:55 GMT).
Tremors were also felt in neighbouring Syria, Lebanon and Iran.
More than 400 aftershocks were recorded, Turkey's Disaster and Emergency Management Authority (Afad) said.
Rescue teams worked through the night, using their hands, drills and diggers to try to find people in the rubble of fallen buildings. They also brought beds and tents for those displaced, and warned residents against returning to damaged buildings because of the danger of aftershocks.
Afad said that most of the casualties were in Elazig province, and deaths were also reported in the neighbouring province of Malatya.
Some 1,607 people were injured by the earthquake, according to the latest count."
Typhoon,"Chinese state media report that the death toll in the northeast of the country has risen to 37 since floods began on August 10.
Liaoning province reported 12 flood-related deaths after downpours on Friday and Saturday, 14 were killed in Jilin province, and officials in Heilongjiang province said 11 had died, according to the official Xinhua news agency.
Xinhua reported that the flooding in the area was the worst in several decades, displacing some 140,000 people and destroying more than 2,500 houses. Railways and highways were cut off and bridges damaged.
Losses have been put at 7.13 billion yuan ($1.17 billion, 874 million euros).
Meanwhile, Southern China is recovering after being battered by Typhoon Utor last week. Xinhua said 10 people were dead and four others missing in the southern province of Guangdong and the Guangxi Zhuang Autonomous Region.
Flood of the century
Across the border in Russia, flooding has also caused widespread devastation in the country's far east, though no casualties have been reported so far.
The floods have been declared a natural disaster in the worst-affected regions of Amur and Khabarovsk. Authorities say the floods are the worst in more than a century.
Tens of thousands of emergency services workers and civilians have been struggling to contain the waters of the Amur River on Russia's border with China. The minister of Regional development, Viktor Ishayev, said more than 17,000 people had been evacuated and that this figure could rise to as many as 100,000.
""The damage is extensive, but the most significant achievement is there have been no casualties ... we cannot relax, there is still a lot of work to be done,"" Russian President Vladimir Putin said in a televised address on Saturday.
The Interfax news agency reported that Prime Minister Dimitry Medvedev had earmarked 3.2 billion rubles (73 million euros, $97 million) for the affected regions, though the bill for damage is expected to be much higher.
The flooding occurred after massive rains since the end of July caused the Amur River, and one of its tributaries, the Zeya, to burst their banks."
drought,"The Oroville Reservoir reached a record low level of 195.66 m (641.93 feet) above mean sea level on August 5, 2021, forcing authorities in California to shut down their second-largest hydroelectric plant. 
This is now the lowest level since the nation's tallest dam was completed in 1967 and the first time the hydroelectric plant was shut down due to lack of water. 
The old record was 196.59 m (645 feet) set in 1977.
The California Department of Water Resources (DWR) State Water Project operations managers have taken the Hyatt Powerplant at Lake Oroville offline due to falling lake levels, California DWR Director Karla Nemeth said in a statement.
""This is the first time Hyatt Powerplant has gone offline as a result of low lake levels.""
""However, DWR anticipated this moment, and the state has planned for its loss in both water and grid management. We have been in regular communication about the status of Hyatt Powerplant with the California Independent Service Operator (CAISO) and the California Energy Commission and steps have been taken in anticipation of the loss of power generation."""
flood,"Church joins relief efforts for flood victims in Sri Lanka At least 16 dead and three missing after heavy rain causes flooding, landslides in 10 districts The Sri Lankan Church has joined relief efforts to help hundreds of people affected by floods and landslides that have so far left at least 16 people dead and three missing.  Families have been affected in 10 districts and many have been evacuated to 104 safety shelters.  The National Building Research Organization has issued a landslide warning for several districts and has requested people living in high-risk areas to move to safer areas. A family of four died when a heavy mound of earth crashed into their house.  Many parish priests prepared meals for flood and landslide victims in accordance with health rules and regulations due to the Covid-19 situation.  Father Jayantha Nimal, parish priest of St. Nicholas Church in Bopitiya, has visited victims' houses amid torrential rain and the threat of more floods."
wildfires,"Wildfires have burned more than 3 million acres in Texas since the fire season started, more than any other year since the Texas Forest Service began keeping records.
The fire season officially began Nov. 15, said Forest Service Spokeswoman April Saginor.
Officials have reported 12,362 fires to the agency this season, Saginor said. Texas’ annual budget for fighting wildfires is $15.5 million. As of Sunday, the state had spent $126.7 million, Saginor said.
“This is an unusual year for us,” Saginor said. “We’ve surpassed 3 million acres. This is the first time that’s happened since we’ve kept records.”
Three million acres is more than twice the size of Delaware. The Texas Forest Service has kept records of acres burned since 1985.
Three fires scorched Texas Panhandle areas Sunday. The fast-moving Nance Ranch fire in east of Canyon consumed about 590 acres, Forest Service spokesman Jerry Rohnert said.
Randall County authorities issued a voluntary evacuation order during the blaze. Rohnert said residents of about 20 homes evacuated. All had been allowed to return to their homes Monday.
″(Firefighters) were careful letting people back because there’s a lot of straw and cow manure there,” he said. “That stuff burns for a long time.”
Three firefighters suffered minor injuries battling the blaze. Paramedics treated two for heat exhaustion and a third for minor cuts after a window in his vehicle shattered during the fire, authorities said. None required hospitalization."
wildfires,"Fires continue to rage at high levels through the Amazon in Brazil for the second consecutive year, raising concerns among scientists that the rainforest's destruction could eventually reach a point of no return.
Since Brazilian President Jair Bolsonaro took office, governmental measures to curb illegal fires have shown little impact, as flames and deforestation erase vast swathes of the world's biggest rainforest.
Most fires in the Amazon are set by land-grabbers and wildcat ranchers, seeking to transform parts of the rainforest into their own lucrative agricultural enterprises. And this August was a particularly bad time for such fires: Preliminary data collected by the National Spatial Research Institute (INPE) show 29,307 fires in the Brazilian Amazon last month.
However, due to a technical issue with the NASA satellite tracking fires, experts say that figure could be even higher. The final tally of fires recorded in August is expected to rise 2% above the August 2019 total, says Albert Setzer, INPE's senior scientist -- which would make this August the worst in 10 years.
The more fires there are, the faster the rainforest is transformed into grasslands for illicit cattle and soy-growing operations. According to research from NGO MapBiomas, which tracks land use in Brazil, 95% of the deforested area in Brazil in 2019 wasn't authorized. ""Most of (the fires) are illegal,"" said Tasso Azevedo, a former head of Brazil's forest service and coordinator of MapBiomas.
Deforestation in the Brazilian Amazon biome reached 1,830 square miles, an area bigger than Rhode Island state, in the period from January to July 2020,. August figures for deforestation are yet to be released."
drought,"More than 330 000 people in rural areas of southern and eastern China are facing a drinking water shortage due to drought affecting the region since October 2020, the government said. About 2.4 million people had already been impacted by the dry spell, and concerns are growing in other areas such as Guangxi, Hunan, and Yunnan.
More than 500 000 ha (1.2 million acres) of arable land had been hit by the drought, leaving more than 330 000 people without enough supply of drinking water, the Ministry of Water Resources said Thursday, February 4, 2021.
Since October last year, rainfall in southern regions of the Yangtze River had been 50 to 80 percent lower than normal.
So far, around 2.4 million people had already been affected by the drought in the provinces of Zhejiang, Guangdong, and Fujian. Meanwhile, concerns are growing in Guangxi, Hunan, and Yunnan, the ministry added.
In Taizhou in Zhejiang, residents of Snament county have been reeling from their worst dry spell in 50 years, state broadcaster CCTV reported.
Authorities have ordered the water supply to residents' homes to be turned off on alternate days, and non-essential businesses that consume large quantities of water were ordered to cancel their operations. In rural areas, drinking water is delivered to people by fire engines.
According to Yuan Yuan, deputy director of the China Meteorological Administration’s forecasting office, the drought was mostly caused by La Nina.
""The abnormal cyclone circulation has continued since October, and its intensity increased this winter.""
Qian Yonglan, a senior researcher at the National Meteorological Center, said the dry spell had already impacted winter crops, and if rainfall continues to be low, rice seeding and planting may also be affected.
""However, as early rice has not yet been planted on a large scale, the impact so far has been limited.""
The Zhejiang government is yet to release figures on the drought's effect on agricultural production but said that the lack of rain is likely to last until April."
other,"Looking ahead, it is useful to read into the signals emitted by inflation expectations of firms and households. By shaping price and wage setting behaviour, they influence future inflation. Inflation expectations also adapt to actual inflation outcomes of salient items such as food and fuel. Inflation expectations of urban households surveyed by the Reserve Bank exhibited a mixed picture in its September 2018 round2: they increased by 50 bps over the previous round for the three months ahead horizon and softened by 30 bps for the one year ahead horizon. The proportion of respondents expecting the general price level to increase by more than the current rate, however, declined marginally in the September round for the three months ahead horizon and was almost unchanged for the one year ahead horizon (Chart I.3).Manufacturing firms polled in the July-September 2018 round of the Reserve Bank¡¯s industrial outlook survey expected higher cost of raw materials in Q3:2018-19 (Chart I.4).3 Consequently, respondents anticipated input prices to firm up further and muted profit margins in spite of higher selling prices. According to the Nikkei¡¯s purchasing managers¡¯ survey, firms in both the manufacturing and services sectors raised output prices in September 2018 in the face of input cost pressures."
other,"Some monetary policy examples detailed in this section of the report include increases and decreases in the federal funds rate, reductions or increases in the Federal Reserve balance sheet like payments on SOMA securities and changes in the required reserve rate for banks. The monetary policy section also contains lengthy explanations, an area to define monetary terms for the layperson and details of monetary policy changes in plain English so that business owners and the general public can understand what's going on in the economy and why. "
Typhoon,"Hurricane Hanna Did Not Knock Over U.S.-Mexico Border Wall A video purporting to show footage of Hurricane Hanna toppling the U.S.-Mexico border wall in Rio Grande Valley was actually taken at a construction site in June, according to officials, refuting people who took to social media to criticize Trump's wall for shoddy construction. “U.S. Customs and Border Protection is not aware of any border wall panels falling over due to Hurricane Hanna hitting the Rio Grande Valley Sector this past weekend,” the agency told Forbes on Monday. CBP says the video was actually taken at a Department of Defense construction site in New Mexico in June. The video reportedly showed people in hard hats viewing a section of the wall that had been damaged by wind, with the caption: “‘Hanna’ knocked down part of the border wall that is being built between the United States and Mexico,"" according to Caller Times. The video, posted by journalist Yadith Valdez, has since been deleted. People on Twitter expressed outrage at the footage, believing Hanna had toppled the wall:"
earthquake,"Turkey earthquake: At least 31 dead as buildings collapse At least 31 people have been killed and more than 1,600 injured in a powerful earthquake in eastern Turkey. The magnitude-6.8 quake centred on the town of Sivrice in Elazig province caused buildings to collapse and sent residents rushing into the street. Forty-five people have been rescued so far, with more than 20 feared to remain trapped, officials say. Earthquakes are common in Turkey - about 17,000 people died in a quake in the western city of Izmit in 1999. Friday's quake struck at about 20:55 local time (17:55 GMT). Tremors were also felt in neighbouring Syria, Lebanon and Iran. More than 400 aftershocks were recorded, Turkey's Disaster and Emergency Management Authority (Afad) said. Rescue teams worked through the night, using their hands, drills and diggers to try to find people in the rubble of fallen buildings. They also brought beds and tents for those displaced, and warned residents against returning to damaged buildings because of the danger of aftershocks. Afad said that most of the casualties were in Elazig province, and deaths were also reported in the neighbouring province of Malatya. Some 1,607 people were injured by the earthquake, according to the latest count."
other,"Growth of Australia's major trading partners looks to have moderated a little in the March quarter, but indicators are consistent with the pace of growth remaining around average this year. There are some signs that the recent slowing in China may be temporary and the Chinese authorities have indicated a willingness to support investment growth, if needed, to achieve their target for output growth. In Japan, economic activity appears to have picked up as expected in the March quarter, ahead of the increase in the consumption tax in April, and this has been followed by a decline in some measures of activity. It remains to be seen whether the planned fiscal stimulus measures will be sufficient to offset the anticipated decline in household expenditure. Other east Asian economies appear to have been growing at around their decade-average pace. The US economy is showing signs of moderate growth, notwithstanding a slowdown in the early part of the year attributable, in large part, to adverse weather. Global inflation remains low, particularly in the advanced economies, while monetary policy is highly accommodative in most economies.Growth of Australia's major trading partners looks to have moderated a little in the March quarter, but indicators are consistent with the pace of growth remaining around average this year. There are some signs that the recent slowing in China may be temporary and the Chinese authorities have indicated a willingness to support investment growth, if needed, to achieve their target for output growth. In Japan, economic activity appears to have picked up as expected in the March quarter, ahead of the increase in the consumption tax in April, and this has been followed by a decline in some measures of activity. It remains to be seen whether the planned fiscal stimulus measures will be sufficient to offset the anticipated decline in household expenditure. Other east Asian economies appear to have been growing at around their decade-average pace. The US economy is showing signs of moderate growth, notwithstanding a slowdown in the early part of the year attributable, in large part, to adverse weather. Global inflation remains low, particularly in the advanced economies, while monetary policy is highly accommodative in most economies.The outlook for Australia's trading partner growth is little changed since the February Statement. With the moderation in trading partner growth in the first quarter expected to be temporary, growth of Australia's trading partners in year-average terms is forecast to be around its long-run average in 2014 and 2015."
wildfires,"The lights were back on Friday for many of the nearly 2 million Northern California residents who lost electricity when the state's largest utility switched it off this week in an effort to prevent wildfires, as the first death linked to the outages was reported a man who relied on oxygen.
The threat of widespread outages loomed in Southern California after the winds moved to the Los Angeles area, where a wildfire fueled by strong Santa Ana winds prompted officials to order the evacuation of 100,000 people from their homes in the foothills of the San Fernando Valley in Los Angeles County.
In that fire, one man went into cardiac arrest and died at the scene.
Pacific Gas & Electric Co. restored power in Northern California after workers inspected power lines to make sure it was safe to do so. The winds had increased the possibility of transmission lines toppling to the ground and starting wildfires.
The utility said 543,000 Northern California businesses and residences got their power back but that nearly 195,000 customers were still in the dark. More than half of those who lost power in the San Francisco Bay Area had it again on Friday.
The city itself was not subject to the preventive outages. Experts have said there are between two and three people for every electrical customer.
El Dorado County officials on Friday said a man dependent on oxygen died about 12 minutes after PG&E cut off power this week. Marie Aldea of Pollock Pines said her 67-year-old father Robert Mardis Sr. was asleep when the electricity went out around 3.30 am Wednesday and likely couldn't wake up in time to get his back up machine, which ran on battery.
""We were all asleep, we heard my mom scream. She was crying,"" she told KTXL-TV in Sacramento .
""My dad went down in her arms, he was going for this oxygen machine."" Aldea said her father's health was poor, but she doesn't understand why the utility turned off the power.
""No winds at all. And because of that, my father is gone,"" she said.
PG&E spokesman Jeff Smith said the utility has not been able to confirm the report.
""It's devastating beyond words,"" said Gov. Gavin Newsom. ""Losing a family member is horrific and to the extent this was the reason why I hope that is investigated and I hope those responsible are held to account."" The death was first reported by the Mountain Democrat in Placerville."
other,"In July this year, MAS re-centred the exchange rate policy band at the prevailing level of the Singapore dollar nominal effective exchange rate (S$NEER).  The zero percent appreciation path and the width of the band were maintained.  The level of the S$NEER was assessed to be conducive to supporting the incipient recovery in the Singapore economy, and maintaining domestic price stability in a low inflation environment, particularly in view of possible downside risks to the outlook for this year.The S$NEER strengthened through much of July and August, as negative sentiments towards the regional SARS-hit countries lifted.  (Chart 1.)    The S$ continued to appreciate against the US$ in September but it was outpaced by the Yen and the Euro, and as a result, the S$NEER eased back towards the centre of the policy band.  This trend continued after the G7 communiqu¨¦ on 20 September.Overall monetary conditions remained easy over the past three months, despite the slight increase in domestic interest rates.  The three-month domestic interbank rate edged up to 0.81% at end-September, compared to 0.63% at end-June, on the back of a sharp rise in long-term bond yields.  However, retail interest rates have remained stable."
wildfires,"Crews were digging in and burning out fire lines amid another round of high winds that contributed to the fury of a Northern California wildfire.
""We have a firefight ahead of us and the wind today is going to make it very challenging,"" said Keith Wade, a spokesman with the California Department of Forestry and Fire Protection, or Cal Fire, on Saturday.
The Caldor Fire in the northern Sierra Nevada already destroyed dozens of homes, and authorities on Friday closed down a 46-mile stretch of U.S. Route 50, the main route between the state capital of Sacramento and Lake Tahoe on the Nevada state line.
The highway was closed after debris from the blaze fell onto the roadway and because of red flag warnings for 20- to 30-mph winds that by Saturday evening ""combined with continued extremely dry fuels will result in critical fire weather conditions in the vicinity of the Caldor Fire,"" the National Weather Service said.
The winds could gust to 40 mph Saturday.
The road is a key checkpoint as crews struggle against the fire, which erupted earlier this week and grew to 10 times its size in a few days, fueled by winds.
""We're going to invest everything we can into holding the fire south"" of the road, said Eric Schwab, an operations section chief with Cal Fire. 
Firefighters made progress on the fire's western side and burned vegetation to starve it of fuel and prevent the flames from heading into the evacuated community of Pollock Pines. On the northeast side, crews were protecting cabins in the dense forest area, fire officials said.
The Caldor Fire had now devoured about 130 square miles as of Saturday and more than 1,500 firefighters were battling it amid heavy timber and rugged terrain.
The blaze was one of about a dozen large California wildfires that have scorched Northern California, incinerating at least 700 homes alone in and around the Sierra Nevada communities of Greenville and Grizzly Flats. 
Thousands of homes remained under threat in communities tucked away in scenic forests and tens of thousands of people remain under evacuation orders. 
Nine national forests in the region have been closed because of the fire threat.
To the northwest of the Caldor Fire, the massive Dixie Fire kept expanding and new evacuations were ordered, including the tiny hamlet of Taylorsville. In five weeks, the fire about 175 miles northeast of San Francisco has become the second-largest in state history and blackened an area twice the size of Los Angeles."
other,"At least one person has been killed and four remain missing after an explosion at a chemical plant in Germany.
Officials in the city of Leverkusen say 16 people were injured in the blast, which happened at 09:40 local time (07:40 GMT).
The explosion triggered a fire that took several hours to put out. Plumes of black smoke were seen in the area.
Police have told local residents to stay inside and close windows and doors.
The cause of the blast at the Chempark waste incineration site is not yet known.
""We are deeply saddened by this tragic accident and the death of an employee,"" Lars Friedrich, head of Chempark said.
Rescuers are searching for the missing.
Two of the injuries are thought to be serious, according to Chempark operator Currenta. All of those affected worked at the site."
other,"The Bank of England cut its key benchmark to 0.25% from 0.75% on Wednesday; the U.S. Federal Reserve cut its benchmark by a half-percentage point to 1.0-1.25% on March 3.Governments have announced some limited measures of fiscal support. Italy is earmarking 25 billion euros ($28 billion) in new spending and Britain said it would make 30 billion pounds ($39 billion) available.The government of Chancellor Angela Merkel has decided to make it easing for companies to put workers on shorter hours, with government assistance. That could help firms rebound after the outbreak passes because they will have avoided layoffs.Yet European rules limiting debt and deficits for members of the euro currency may restrict what governments can do. European Commission President Ursula von der Leyen has said that the maximum flexibility available in the rules will be applied.The commission has started a longer-term review of the rules themselves, but economist Rosie Colthorpe at Oxford Economics said any changes would not come before 2021. ¡°This leaves the eurozone ill-prepared to deliver a forceful and coordinated fiscal response to the looming coronavirus-related downturn.¡±¡°There is a chance that a serious recession would trigger meaningful reform, but for now the onus will remain on the ECB, despite its increasingly depleted arsenal,¡± Colthorpe said."
other,"The outlook for Q4 (October-December) of 2020 is overcast with a surge in COVID-19 infections in a second wave across Europe, the US and major emerging market economies (EMEs), with accompanying lockdowns. Progress on vaccine candidates has, however, generated some offsetting optimism. World trade recorded a rebound in Q3 as lockdowns were eased, but it is likely to slow in Q4 as pent-up demand is exhausted, inventory restocking is completed, and trade-related uncertainty is rising with the second wave. CPI inflation has remained muted across major advanced economies (AEs) while it picked up in some EMEs on firming food prices and supply disruptions. Global financial markets remain buoyant, supported by highly accommodative monetary policies and positive news on the vaccine."
flood,"Death toll rises as monsoon floods hit Bhutan, Nepal THIMPU, Bhutan: At least a dozen people have been killed in Bhutan and Nepal and several others are missing as torrential monsoon rains hit the region, triggering landslides and inundating homes, officials said on Thursday.  The annual monsoon season is crucial to replenish water supplies across South Asia, but it also causes death and destruction. Ten collectors of cordyceps -- a fungus valued for its alleged aphrodisiac properties -- died when their remote mountain camp north of Bhutan’s capital Thimpu was washed away early Wednesday.  Five others were injured and were in a stable condition in hospital, officials said. Bhutan’s Prime Minister Lotay Tshering offered his prayers and condolences and said a rescue team had been sent to the site.  ""I urge everyone across the country to avoid visiting or camping by the riverside, and to be cautious of such possible mishaps during (the) monsoon,"" he added in a message on Facebook."
other,"The recovery in the global economy is continuing, although conditions clearly differ across regions. Growth remains solid in most of Asia, although below the rapid pace seen earlier this year. Strong growth is also continuing in parts of Latin America. In contrast, in many of the advanced economies, consumption remains subdued and the earlier boost to activity from the dynamics of the inventory cycle is waning, as are the effects of the earlier fiscal expansions.In China and in most of east Asia, growth looks to have returned to a sustainable pace and concerns about the possibility of a larger-than-expected slowing have lessened recently. Growth also remains strong in India. In many countries in the region, the authorities have begun the process of tightening policy, although real interest rates remain low. In several countries, housing markets have been strong over the past year, which has prompted a tightening of prudential requirements and other measures to cool these markets. Inflation in the region has also increased, although this largely reflects a rise in food prices. In a number of countries, policy-makers remain concerned about the possibility of a pick-up in short-term capital inflow given the likelihood that interest rates in the advanced economies will remain low for an extended period."
flood,"Floods kill 17 people in central Vietnam, next storm due soon At least 17 people have been killed by floods in Vietnam's central provinces in the past week and 13 are still missing, state media said on Sunday (Oct 11) as the country braced for another tropical storm.  In the next few days, the central region should be prepared for another typhoon, Linfa, which will bring more rains and result in more flooding, state broadcaster Vietnam Television (VTV) reported.  Footage broadcast by VTV showed fishermen being rescued by coastguard and helicopters as strong winds battered the central Vietnamese coast in the central province of Quang Tri. Floods have cut food supplies to thousands of people. Around 31,000 people have been displaced and more than 33,000 houses submerged and damaged by floods, according to a government report.  Vietnam is prone to destructive storms and flooding due to its long coastline. Natural disasters - predominantly floods and landslides triggered by storms - killed 132 people and injured 207 others in the country last year."
other,"Since December 2015, the Federal Open Market Committee (FOMC) has been gradually increasing its target range for the federal funds rate as the economy has continued to make progress toward the Committee's congressionally mandated objectives of maximum employment and price stability. In the first half of this year, the Committee continued this gradual process of scaling back monetary policy accommodation, increasing its target range for the federal funds rate 1/4 percentage point at its meetings in both March and June. With these increases, the federal funds rate is currently in the range of 1-3/4 to 2 percent (figure 44).14 The Committee's decisions reflected the continued strengthening of the labor market and the accumulating evidence that, after many years of running below the Committee's 2 percent longer-run objective, inflation had moved close to 2 percent."
drought,"Ongoing drought in Idaho will drastically shorten this year’s irrigation season for some farmers, officials said.
Farmers in south-central Idaho’s Wood River basin will face some of the biggest shortages, with an estimated 40 to 45 days before water from the Magic Reservoir runs out, according to David Stephenson, manager of Big Wood Canal Co. In a normal season, farmers might get water into late September.
Magic Reservoir, which supplies water to 36,000 acres of farmland, was only about a quarter full this year before dams were released last week, kicking off the season.
The reservoir holds water that flows through Big Wood River from melted snowfall in the mountains. The river is flowing at about 16% of its normal rate this year after record-low winter precipitation levels, Boise State Public Radio reported.
Prior to the winter, a dry summer and fall last year meant groundwater was already depleted as irrigators south of Bellevue pumped out of the aquifer, searching for any leftover moisture.
Carl Pendleton, a farmer who gets all of his water from Magic Reservoir, said the outlook is dismal.
“I sold my cow herd last week, the first time I’ve been out of livestock in my lifetime,” he said. “That’s the decisions we’re making based on this amount of water.”
The Idaho Department of Water Resources this spring could decide to curtail groundwater pumping to the north, which Pendleton said goes unchecked and exacerbates the shortages so that there isn’t enough to go around.
The federal Natural Resources Conservation Service said Lost River, parts of the Snake River and the Oakley and Salmon Falls reservoirs will also feel the effects of the drought."
drought,"Nearly two million people in Northern California have been placed under a water shortage emergency on Wednesday, June 9, 2021, as a severe drought continues to worsen in much of the western U.S. Mandatory water restrictions have been issued for Santa Clara County, while almost 17 million endangered salmon are being transported to the sea as rivers are drying up. Meanwhile, Lake Mead, the reservoir created by the Hoover Dam on the Nevada-Arizona border and the largest in the U.S., has reached historically low levels as the water dropped to 326.61 m (1 071.57 feet) above sea level. Meanwhile, farmers are warning that water from reservoirs is unnecessarily being let out to sea.
Much of the western U.S. has been suffering from severe drought, extreme heat, and fire risk this year, with Northern California already declaring a water shortage emergency on Wednesday.
""Santa Clara County is in extreme drought. We can’t afford to wait to act as our water supplies are being threatened locally and across California,"" said Tony Estremera, director of the Santa Clara Valley Water District, in a news release.
""We are in an emergency and Valley Water must do everything we can to protect our groundwater resources and ensure we can provide safe, clean water to Santa Clara County residents and businesses.""
""Increased conservation is also necessary to protect local water supplies and guard against groundwater overdraft, subsidence, and dry domestic wells, especially if the drought extends into next year.""
Under the declaration, almost two million Northern California residents are being asked to reduce their water usage by 15 percent as compared to 2019. People are also advised to limit watering their lawns and filling their pools.
""These actions are necessary as we face further challenges to our local water supply,"" added Estremera. ""We can’t predict how long this drought will last. But we know now is the time for action to protect our groundwater basins and make sure there is enough water for all our communities."""
other,"CPI inflation excluding food and fuel, which increased from July to September, remained steady in October. This reflected the softening of petroleum product prices on account of the reversal of taxes on petroleum products by the central and state governments. However, there was a hardening of housing inflation following the implementation of higher house rent allowances for central government employees under the 7th central pay commission award.The Reserve Bank¡¯s survey of households showed inflation expectations firming up in the latest round for both three months ahead and one year ahead horizons. Farm and industrial raw material costs rose in October. Firms responding to the Reserve Bank¡¯s Industrial Outlook Survey expect to pass on the increase in input prices to their output prices. Turning to other costs, wage growth in the organised sector edged up, while rural wage growth weakened, particularly in agriculture.Surplus liquidity in the system has continued to decline during October and November. Currency in circulation increased by _ 736 billion in Q3 (up to December 1, 2017) over end-September on festival demand. The Reserve Bank managed surplus liquidity through the conduct of regular variable rate reverse repo auctions of various tenors, ranging from overnight to 28 days. Net average daily absorption of liquidity under the LAF declined from _ 2,229 billion in September to _ 1,400 billion in October 2017 and further to _ 718 billion in November. The Reserve Bank conducted open market sales of _ 300 billion in October-November, taking the total absorption of durable liquidity during the financial year so far to _ 1.9 trillion, comprising _ 900 billion in the form of open market sales and _ 1 trillion of long-term treasury bills under the market stabilisation scheme. The weighted average call rate (WACR) traded 12 bps and 15 bps below the repo rate during October and November, respectively, as against 13 bps in September.Merchandise exports declined by 1.1 per cent in October 2017 after showing positive growth for 14 consecutive months. A sustained increase in exports of engineering goods, petroleum products and chemicals during the month was outweighed by a sharp fall in shipments of gems and jewellery, ready-made garments, and drugs and pharmaceuticals. Imports continued to expand, though at a modest pace. Although gold imports rose sequentially in October, they moderated from their level a year ago. Consequently, the trade deficit widened again in October. Despite moderation in September, net foreign direct investment in H1 of 2017-18 was at the same level as a year ago. With the announcement of the recapitalisation plan for public sector banks, foreign portfolio inflows into equities resumed sharply in October, after recording outflows in the preceding month. India¡¯s foreign exchange reserves were at US$ 401.94 billion on November 30, 2017."
