label,content
wildfires,"Authorities are keeping a close eye on a bushfire in the Barmah Forest, near Nathalia, in northern Victoria.
The 39-hectare blaze started late yesterday in Hughes Lane at Yielima and it took 100 firefighters until just after midnight to contain it.
There are concerns the fire could flare up after a strong southerly wind change.
The cause of the fire is under investigation.
CFA incident controller, Phil Hawkey, says it is expected to take some time to extinguish.
""There's a number of large older trees that are hollow trees that are burning,"" he said.
""These trees are creating issues with us because they're spreading embers and so forth and they're going to continue burning through the day and possibly for the next few days."""
wildfires,"In recent weeks, nine major fires have ignited in the Brazilian Amazon, heralding the start of another fire season which, after a particularly dry year, experts say could be a bad one.
“The rainy season is already finished and it was a bad [dry] rainy season,” Marcelo Seluchi, a meteorologist in Brazil’s national space research institute (INPE) disaster monitoring center told Reuters. “The fire season will probably be bad.”
The first major fire of the year occurred on May 19, near the border of Serra Ricardo Franco State Park in the state of Mato Grosso, Brazil along the southern edge of the Amazon, according to Amazon Conservation Association’s Monitoring of the Andean Amazon Project (MAAP).
So far, all nine of this year’s fires have occurred in the state of Mato Grosso and have averaged around 200 hectares (494 acres) each, an area the size of the Principality of Monaco."
other,"DR Congo volcanic eruption leaves at least 15 dead A succession of small earthquakes has shaken the Congolese city of Goma, rattling a community already reeling from a volcanic eruption over the weekend. A wall of lava stopped just short of the city, but not before it had killed at least 15 people."
earthquake,"Russia earthquake: tsunami warning cancelled after 7.5 magnitude event A 7.5-magnitude earthquake hit off Russia’s Kuril Islands on Wednesday, the US Geological Survey said, prompting a tsunami warning that was later cancelled. The quake hit at a depth of 59km (37 miles), around 1,400km north-east of the Japanese city of Sapporo, USGS added. There were no early reports of casualties. The Pacific Tsunami Warning Centre initially said hazardous tsunami waves were possible within 1,000km of the quake’s epicentre. It said earthquakes of this strength in the past had caused tsunamis far from the epicentre. But later it said “only very small tsunami waves were generated by this earthquake and there is no further threat”. “Tsunami waves are forecast to be less than 0.3 meters above the tide level,” the center said in its advisory about risks to the coasts of Hawaii, Japan, Russia and the Pacific islands of Midway, the Northern Marianas and Wake Island. Meteorological officials in Japan issued no alerts, although they said there might be slight tidal changes. A tsunami watch alert was issued for Hawaii and later cancelled. The four southernmost islands of the Kuril chain _ Habomai, Shikotan, Etorofu and Kunashiri _ have been disputed between Moscow and Tokyo since the end of the second world war. The Kurils are known as the Northern Territories in Japan."
other,"DR Congo: Volcanic eruption in Goma - Situation Report No. 2, as of 26 May 2021 As of 25 May, the city of Goma continues to experience strong seismic tremors, although less frequently. The same geo-seismic phenomena have also been observed on a smaller scale in the nearby town of Gisenyi in Rwanda. The lava flow, ash, and gas as well as the multiple earthquakes have destroyed houses, public buildings (schools and health structures), and fields. Water and electricity supply systems have also been affected and roads cut off."
earthquake,"Thousands flee for safety and higher ground after island’s second quake in 24 hours
At least 37 people have been killed and hundreds injured following a strong earthquake that shook the island of Sulawesi in Indonesia early on Friday morning, prompting landslides and destroying houses.
Thousands of people fled their homes to seek safety when the 6.2-magnitude earthquake hit just after 1am local time on Friday morning. The epicentre was 6km north-east of Majene city in West Sulawesi.
Hundreds of buildings were destroyed or damaged, including a hospital, which collapsed with more than a dozen patients and staff trapped beneath it.
“The hospital is flattened,” said Arianto, who like many Indonesians goes by one name, from the rescue agency in Mamuju city, near Majene. Rescuers were also trying to reach a family of eight buried beneath the rubble of their destroyed home, he told AFP.
At least 37 people have been killed in Majene and Mamuju, and rescue workers fear the death toll will rise further. “Many of the dead are buried under rubble,” said Ali Rahman, the head of the local disaster mitigation agency in Mamuju. In Majene, 637 people were said to be injured."
Typhoon,"A massive typhoon crossed over Okinawa on Sunday, bringing winds more ferocious than even the typhoon-weary Japanese island has seen in decades.
Typhoon Bolaven, with wind gusts that reached as high as 259 kilometers per hour (161 mph), is the strongest to strike the region in nearly 50 years. And with a cloud field of 2,000 kilometers (1,250 miles), it is 20 times larger than Okinawa's length.
""It's been very, very severe,"" said storm chaser James Reynolds, who was on the northwestern coast of the island during the worst of the storm.
Tree branches were flying through the air amid torrential rain, he said.
Speaking to CNN early Monday morning on Okinawa, Reynolds said, ""It's been a long and rough night.""
""The eye of the typhoon actually crashed ashore just after dark. ... Like the rest of the population we all just kind of holed up in the strong and sturdy buildings which make up Okinawa,"" he said.
The infrastructure on Okinawa is designed to withstand violent storms. ""Everything's made of solid concrete,"" said Reynolds.
The last storm of this scale was Typhoon Naha in 1956."
wildfires,"Skies turned black and ash rained down as fires raged across southeastern Australia on Saturday (Jan 4), threatening power supplies to major cities and prompting the call-up of 3,000 military reservists.
The scale of Australia's unprecedented months-long bushfire crisis has shocked not just locals but the world.
More than 60,000 sq km have been burnt across the country - an area roughly twice the size of Belgium.
In comparison, close to 25,000 sq km of land was burnt in August in the Amazon, the world's biggest rainforest. Almost 8,000 sq km were burnt in California in 2018 in one of the US state's worst-ever wildfire seasons.
""We're in uncharted territory,"" New South Wales state Premier Gladys Berejiklian said.
""We can't pretend that this is something that we have experienced before. It's not,"" she said.
Since late September, 23 people have died - 17 from the most populous state New South Wales - with more than 1,500 homes have been damaged.
The latest fatalities were in Kangaroo Island - a tourist haven southwest of Adelaide - when two people were trapped in a car overrun by flames on Friday.
The death toll for Australia's wildlife is estimated to have hit 480 million in just New South Wales alone, according to a University of Sydney study. Experts fear the loss of animal life could be much higher than the estimates.
Strong winds and high temperatures continued to fuel hundreds of fires and cause chaos.
Bushfires took out two substations and transmission lines, prompting authorities in New South Wales to warn that an area home to almost eight million people and the nation's largest city Sydney could experience rolling blackouts."
Typhoon,"A storm called Potential Tropical Cyclone Six is expected is expected to bring rain and life-threatening flash flooding to the Cabo Verde Islands in the eastern Atlantic. The storm could strengthen into a hurricane by Sunday.
It has already been determined that it will be named Tropical Storm Florence as it gathers pace - becoming the seventh named storm of the Atlantic hurricane season.
The latest advisory for the storm — released at 7am Central time — said that the storm was 190 miles east-southeast of the southernmost point of those islands, and was moving at 12mph.
Compared to the types of major storms that have walloped American shores in the past, the as-of-yet-unnamed storm is relatively weak — clocking in with winds of 35 mph — but the system is expected to strengthen over the next week and may be classified as a hurricane in the coming days.
That said, tropical storm warnings remain in effect for Cabo Verde Islands Santiago, Fogo, and Brava, where residents can expect the potential for heavy rain and gusty winds later on in the day.
Where it goes from there is hard to predict — storms are fickle things and often change direction — but the hurricane centre’s long-range tracker pegs it as moving on a west to northwest path in the coming days. Early next week, the storm is likely to be far from the United States mainland."
other,"Guatemala’s Volcan de Fuego drives thousands from their homes UNHCR is assessing the needs of nearly 13,000 people evacuated after the deadly eruptions that killed at least 110 people. SCUINTLA, Guatemala _ When Guatemala’s Volcan de Fuego erupted with little warning, a cloud of burning gas and ash swallowed up farmer Lucia’s crops. Now displaced and living at a shelter in the town of Escuintla, in the Central American country’s western lowlands, her family’s main concern is for their home which survived the eruption. “My son and husband are sleeping in this temporary shelter and during the day they guard our house from others that could steal our belongings,” says Lucia. She is among 12,784 local residents living on the slopes of the volcano, who have been evacuated since the first deadly eruption nine days ago, which killed at least 110 people, with nearly 200 still missing."
Typhoon,"A super typhoon blew into the eastern Philippines with disastrous force Sunday, killing at least 10 people and triggering volcanic mudflows that engulfed about 150 houses before weakening as it blew away from the country, officials said.
Typhoon Goni blasted into the eastern island province of Catanduanes at dawn from the Pacific with sustained winds of 225 kilometers (140 miles) per hour and gusts of 280 kph (174 mph), threatening some provinces still recovering from a deadly typhoon that hit a week ago.
Goni barreled through densely populated regions and threatened to sideswipe Manila, which shut down its main airport, but shifted southward Sunday night and spared the capital, the government weather agency said.
At least nine people were killed in the hard-hit province of Albay, including a father and son. Villagers fled to safety as the typhoon approached, but the two apparently stayed put in the community in Guinobatan town where about 150 houses were inundated by volcanic mudflow.
“The child was found 15 kilometers (9 miles) away,” Albay Gov. Al Francis Bichara told DZMM radio, adding that the boy was swept away by mudflows and found in the next town.
He did not say whether there were any other residents trapped by the rampaging mudflows in the community and added that downed communications made it hard for people to communicate. The Office of Civil Defense reported that three Guinobatan residents were missing, but it was not immediately clear if they were from the mudflow-hit community.
The other deaths in Albay included a villager who was pinned by a fallen tree. One person was killed in Catanduanes province.

Ricardo Jalad, who heads the government’s disaster-response agency, had feared that the typhoon could wreak major damage due to its enormous force. The Philippine weather agency reinforced those concerns, saying that within 12 hours after the typhoon’s landfall, people could face “catastrophic, violent winds and intense to torrential rainfall.”
Residents were warned of possible landslides, massive flooding, storm surges of up to 5 meters (16 feet) and powerful winds that can blow away shanties. But after hitting a mountain range and repeatedly slamming into coastal provinces, the typhoon gradually weakened, although it remained potentially deadly as it blew out into the South China Sea, forecasters said.
One of the most powerful typhoons in the world this year, Goni evoked memories of Typhoon Haiyan, which left more than 7,300 people dead or missing, flattened entire villages, swept ships inland and displaced more than 5 million in the central Philippines in November 2013."
drought,"A severe drought is plaguing east China's Anhui Province, leaving crops damaged and drinking water supplies disrupted in some of the hardest-hit regions, local authorities said on Friday.
From Aug. 12 to Oct. 28, the province received an average rainfall of 83.9 milliliters, 60 percent less than the amount in normal years and hitting the second-lowest level since 1961, according to the provincial meteorological department.
A total of 45 cities and counties have been ravaged, with regions in three cities along the Yangtze River suffering from the worst drought in up to 50 years, said the provincial emergency management department.
The drought has affected over 1 million residents and damaged 400,000 hectares of crops, inflicting a direct economic loss of 1.6 billion yuan (227 million U.S. dollars), it said.
The provincial meteorological authority has been using cloud seeding for artificial rain as no precipitation is forecasted in the coming week in most of Anhui.
The provincial water resources department has ordered lower-level authorities to unveil plans to ensure drinking water supply for residents and livestock."
wildfires,"Hundreds of people were forced to flee their homes after a wildfire broke out in the Texas panhandle.
The fire started around 4 p.m. Sunday (5 p.m. ET) near Fritch in Hutchinson County. It destroyed more than 100 homes and continued to rage into the night despite being 75 per cent contained by firefighters.
""We have more than 100 homes confirmed destroyed but we won't know how many have actually been burned until it gets light,"" Fritch Police Chief Monty Leggett told NBC News at 4:30 a.m. local time on Monday (5:30 a.m. ET)
Leggett said that between 300 and 400 people had been forced to leave their houses in the surrounding area of Fritch and an unknown number were without power. Officials had considered evacuating the 2,100-population city itself but decided late Sunday it was not necessary.
There were no deaths or injuries related to the blaze, the police chief added.
Every fire department in Hutchinson County was called to the blaze and people were evacuated to at least three schools and churches being used for shelter across the area.
""Words cannot express the sadness and fear you have for the people’s homes, belongings and lives,"" Vicki Bybee, one of the evacuees, told the Amarillo Globe News.
The blaze had consumed more than 1,500 acres and around 100 emergency service personnel were on the ground battling to contain it as of 4:30 a.m. local time. The Texas Forestry Service was scheduled to assist the effort with water drops from two aircraft on Monday, Leggett added."
Typhoon,"Tropical Storm Gonzalo forms in Caribbean, could reach hurricane strength by Thursday Uncertain trajectory means difficult to gage Gonzalo's impact on major USGC oil operations New York — Tropical Depression seven was upgraded to Tropical Storm Gonzalo early July 22 as the storm's wind speed picked up to 75 miles an hour, and expectations are for it to reach hurricane status by Thursday, according to the National Hurricane Center data. Gonzalo is the seventh named storm to form in the Atlantic Basin and is heading into the Caribbean, but ""the small size of this system makes is susceptible to significant fluctuations, both upward and downward,"" the latest NHC public advisory said. But as Gonzalo moves quickly west into the Caribbean, ""interests in the Windward Islands should monitor the progress of this system,"" the latest NHC public advisory said. The agency has issued no warnings or watches yet for Gonzalo. Current NHC predictions have Gonzalo moving over Trinidad and Tobago and Venezuela by early Sunday morning into the mouth of the southern Gulf of Mexico. And while the NHC said it expects strengthening to continue ""over the next couple days with a levelling off"" it is too soon to gage what impact if any it will have on oil and gas infrastructure in the Gulf of Mexico."
Typhoon,"Hurricane Eta erupted quickly into a potentially catastrophic major hurricane Monday as it headed for Central America, where forecasters warned of massive flooding and landslides across a vulnerable region.
Eta was a Category 4 storm with maximum sustained winds of 240 kph late Monday, the U.S. National Hurricane Center said. It was centred about 45 miles (75 kilometres) east of Puerto Cabezas, Nicaragua, and moving west-southwest at 7 mph (11 kph).
The centre said Eta was likely to strengthen further and could reach Category 5 before running ashore by early Tuesday in Nicaragua, where it could bring rains measured in feet rather than inches."
Typhoon,"On 1 November 2020, Typhoon Goni made landfall as a super typhoon (Category 5) over Catanduanes with maximum sustained winds of 225 kilometers per hour and gusts of up to 280 kilometers per hour. Its the Philippines’ nineteenth named storm for year 2020. Typhoon Goni is considered as the strongest landfalling tropical cyclone in world recorded history.
At its peak strength on landfall on Catanduanes and Albay, Super Typhoon Goni caused widespread damage to high-risk structures and almost total damage to structures made of light materials in the highly exposed coastal areas. Many roof failures were observed in houses and industrial buildings. Electrical power distribution and communication services were severely disrupted. Water systems were severely damaged. Agriculture and livelihoods were severely affected. In one area, on the slopes, of Mayon Volcano there was a lahar flow that caused the near total destruction of one village."
earthquake,"Strong earthquake hits lake in northern Mongolia A strong 6.7-magnitude earthquake has struck a lake along the Russia-Mongolia border, with shaking felt across the region, seismologists and residents say. There were no immediate reports of injuries. The earthquake struck at 5:33 a.m. local time on Tuesday and was centered in Lake Kh_vsg_l in northern Mongolia, about 55 kilometers (34 miles) from the border with Russia, or 288 km (179 miles) southwest of Irkutsk. The U.S. Geological Survey (USGS) put the earthquake’s magnitude at 6.7, down from an earlier estimate of 6.8. It said the quake struck at a depth of just 10 km (6 miles) and was felt across the region on both sides of the border. The area near the epicenter is not heavily populated but is home to a number of villages near the lake, including Hatgal and Turt, which have a combined population of up to 5,000 people. There were no immediate reports of casualties. A 40-year-old resident in Darkhan, a city about 423 kilometers (263 miles) southeast of the epicenter, was woken up by the earthquake. “It was the strongest I’ve felt in my whole life,” the resident told BNO News. Indra Ganbaatar was also sleeping when the earthquake was felt in the capital Ulaanbaatar. “I felt a very strong tremor and woke up,” Ganbaatar said. “My whole bed was shaking. It was really scary. I was really scared.” Nil-Erdene Bayanburd, also from Ulaanbaatar, felt the quake as well. “Our dangly lights and lamps were swinging slightly, the desk was pretty shakey and everyone felt it in different regions across Ulaanbaatar,” Bayanburd said. Tuesday’s tremor was one of the strongest earthquakes to hit northern Mongolia in recent history."
wildfires,"The wildfires in Australia have burned a massive expanse of land.
Fueled by drought and extreme heat, the bushfires have burned across the country since September, killing 24 people and destroying more than 1,000 homes.
As of Jan. 7, approximately 32,400 square miles, an area of land a little smaller than Indiana, have burned since the blazes began. That’s 5,000 square miles (an area about the size of Connecticut), more than the area of land that burned during 2019’s devastating Amazon rainforest fires and 80 times larger than the total area burned in the 2019 California wildfires."
earthquake,"Tsunami warning issued after 7.3 magnitude earthquake strikes off Papua New Guinea A warning for “hazardous tsunami waves” was issued for coastal regions within 300 km (186.41 miles) off Wau, Papua New Guinea, after a 7.3 magnitude earthquake struck the region, the US Pacific Tsunami Warning Centre, said. The quake was at a depth of 85.2 km, according to the US Geological Survey (USGS), and struck offshore 18 km east-southeast of Wau."
wildfires,"CONWAY - Horry County Fire and Rescue is taking new preventative measures, which included added facilities, equipment, and training to combat wildfires.
Only one home burned down in the 12,000 or so acres where Horry County Fire and Rescue was working during the 2009 wildfire.
""No other homes were destroyed and you know I think that's a good testament to what we did in the area out there in Horry county,"" said Horry County Fire Chief Gary Aldermann.
Since the 2009 wildfire the county bought equipment better suited for fighting wildfires for its new wildfire hub station, which was built in Conway.
New uniforms and wildfire gear were purchased with federal grant money.
""It (the new uniform) allows them to not go and be as fatigued right away because of the weight of the equipment and the ability to that it breathes better than regular structure fire gear,"" said Aldermann.
Aldermann says money from another federal grant allowed the department to hire 18 more firefighters.
In total, 30 firefighters have gotten advanced training on fighting wildfires and have helped form the Horry County Wildfire Team.
Aldermann says the county is also working to improve communications with the S.C. Forestry Commission and local municipalities."
wildfires,"Below is an update on the fire, from the incident management team Tuesday night:
“Firefighters made excellent progress today by strengthening fire lines and establishing five percent containment on the 16,553 acre fire. The Washington Fire, 8 miles south of Markleeville, CA, experienced lighter winds and burning conditions more conducive to aggressive ground and air suppression actions.
“Several campgrounds along Highway 4 to the north end of Markleeville remain evacuated. For the safety of the public and active fire suppression activities, Highways 4 and 89 in the Monitor Pass area remain closed, as do the Turtle Rock and Indian Creek campgrounds. Markleeville residents remain under an evacuation advisory issued by Alpine County Sherriff’s office. No mandatory evacuations are in effect at this time.
“Twelve helicopters and 8 air tankers support the suppression effort on the fires, dropping retardant, ferrying equipment and supplies, transporting firefighters, and providing essential surveillance of areas far inside the perimeter not safely accessible by foot. Other key resources include 19 engines, 10 water tenders, and 19 crews. There are approximately 681 personnel assigned to the fire.
“Firefighters made significant progress around the entire fire perimeter, with their priority being the line along the north of State Highway 89. The primary tactical priority is to prevent the fire from reaching Markleeville. The next priorities are to buttress the lines along Wolf Creek and the Leviathan Mine reclamation site.”"
Typhoon,"Louisiana on Sunday was picking up the pieces after Hurricane Delta swept through, wreaking havoc on a region already devastated by Hurricane Laura six weeks ago.
Two people were confirmed on Sunday to have been killed after Delta made landfall on Friday evening near the coastal town of Creole, with top winds of 100mph. 
Delta on Friday and Saturday moved over Lake Charles, a city where Hurricane Laura damaged nearly every home and building in late August.
Aerial photographs showed the destruction around Creole, with roofs torn from buildings and communities surrounded by floodwater.
John Bel Edwards, the governor of Louisiana, said the storm dumped more than 15 inches of rain on Lake Charles over two days, and more than 10 inches on Baton Rouge.
Edwards said 3,000 Louisiana National Guard soldiers were called up to clear roads and distribute meals and tarps.
An estimated 380,000 people were left without power on Sunday.
Delta rapidly weakened once it moved onto land and slowed to a tropical depression on Saturday."
wildfires,"Cool and relatively moist, Swedish summers aren’t known for promoting wildfire. Fires occur in most years, but not on the scale or intensity of the blaze that raged through boreal forests in August 2014.
It’s not clear how it got started, but fast-growing fire has consumed V?stmanland since July 31. In a week, the blaze grew to become the largest Sweden has seen in four decades. As of August 8, it had charred more than 150 square kilometers (60 square miles), killed one person, and forced thousands to evacuate their homes.
The Operational Land Imager (OLI) on Landsat 8 captured this natural-color image of the fire on August 4, 2014. Multiple smoke plumes rise from the perimeter of the fire and blow northwest in the wind. Burned forest appears brown; unaffected forests are dark green; farmland is light green; and fallow fields are tan.
Hot and dry weather exacerbated the fire, stressing vegetation and priming it to burn. With a high-pressure system parked over Scandinavia, oppressive heat emerged across Sweden in July and August, bringing record or near-record temperatures to many towns and cities. In Sala, a city close to the fire, temperatures soared to 34.7°C (94.5°F) on August 5. Average temperatures are about 70°F (21°C) in early August.
Wildfires aren’t common or widespread in Sweden. According to a report published by the International Forest Fire News, only a few hundred hectares (100 hectares is equivalent to 1 square kilometer) generally burn during the nation’s wet summers, and a few thousand hectares burn during dry summers. That’s less than 0.02 percent of Sweden’s overall forest cover."
wildfires,"A giant bushfire on the edge of Sydney, which has blanketed the city in smoke causing a spike in respiratory illnesses and the cancellation of outdoor sports, will take weeks to control but will not be extinguished without heavy rains, firefighters said.
Thousands of weary firefighters, who have been battling wildfires for a month, have been fighting nearly 100 blazes in New South Wales state.
The mega fire north of Sydney, Australia‘s largest city, was created on Friday when several fires merged and was now burning across 335,000 hectares.
“We need flooding rain to put these fires out. That’s really what is going to stop it,” said the New South Wales Rural Fire Service. “These will take many weeks to put out.”
Wildfires are common in Australia during the hot summer, which begins in December, but this year the fires started much earlier, blamed on soaring temperatures, dry winds and arson.
A three-year drought has left much of Australia tinder dry.
The fires around Sydney have been pumping such vast amounts of smoke into the air that they appear as significant rain on the radars, the Bureau of Meteorology said on Twitter.
New South Wales Health said late on Friday that some 1,140 people had sought medical assistance for breathing issues or asthma in the past week _ a quarter more than in a typical week. NSW Ambulance fielded about a third more calls.
Six people have been killed, nearly 700 houses burnt down and millions of hectares of land razed.
Strong winds fanned flames towards several suburbs in southwest Sydney on Saturday."
earthquake,"Two earthquakes of 6.8 M and 6.3 M at a depth of 23 and 17 km occurred off the coast of Atacama Region (northern-Chile) on 1 September at 04:09 UTC (00:09 local time) and 04:30 UTC. The epicentre of the 6.8 M was approximately 50 km north-west of Huasco City (Huasco Province).
No tsunami warning was issued by the Hydrographic and Oceanographic Service of the Chilean Navy (SHOA), in charge of this service in Chile.
Several aftershocks of magnitude up to 5.5 M have been reported. USGS PAGER estimates that up to 1,000 people were exposed to very strong shaking and up to 17,000 to strong shaking.
According to media, there are no immediate reports of any casualties or damage."
wildfires,"A wildfire in northeastern Spain fanned by strong winds has left four people dead and more than 20 others injured.
Officials said two people - a 60-year-old French man and his 15-year-old daughter - jumped in the sea and died on Sunday while fleeing the flames near the town of Portbou near the French border.
The Catalan regional government said another 70-year-old French man died from a heart attack as he helped battle the fires near his home in the town of Llers.
The health department said a 64-year-old French national who suffered 80 percent burns on Sunday has since died of his injuries.
Several of the people injured were said to be in a serious condition.
The blaze broke out just after noon on Sunday near the town of La Jonquera close to the French border and has burnt out 12,000 hectares (30,000 acres) of land, the Catalan government said.
Regional government spokesman Felip Puig said on Sunday that train services in the region were suspended, and several roads linking Barcelona to France were closed because of the fires.
Spain has suffered its driest winter in 70 years, putting it at a higher risk than usual of forest fires this summer.
Earlier this month, a wildfire ravaged 50,000 hectares in the eastern Spanish region of Valencia."
earthquake,"Major quake shakes southern Mexico, at least six killed LA CRUCECITA, MEXICO (REUTERS) _ A powerful earthquake of magnitude 7.4 struck southern Mexico’s Pacific coast on Tuesday (June 24), killing at least six people and cutting off isolated villages, as well as causing damage to buildings hundreds of kilometres away in Mexico City.  The fatalities were near the quake’s centre in Oaxaca, a mountainous state known for its coffee, mescal and Spanish colonial architecture.  A Reuters witness in the tourist town of La Crucecita, which Mexican authorities said was the epicentre of the earthquake, saw anxious residents standing outside their homes on the streets many hours after the tremor as they feared deadly aftershocks.  Many houses were scarred by huge cracks across walls and residents sought to clear debris from the streets, the Reuters witness added. About 200 houses in the area were damaged, including 30 that were badly impacted, a local official said.  “We lost everything in one moment to nature,” said Vicente Romero, an owner of a stationery store whose house suffered vast structural damage. “This is our life’s work.” Rockfalls blocked the winding mountain roads between the state capital of Oaxaca city and the coast. Rescue workers have not reached all villages reported to have suffered damage, raising fears that more people may be injured or killed."
Typhoon,"A typhoon caused deadly mudslides that buried people and destroyed homes on a Japanese island yesterday before sweeping up the Pacific coast, grounding hundreds of flights and disrupting Tokyo's transportation during the morning rush. At least 17 deaths were reported and nearly 50 people were missing.
Hardest hit from Typhoon Wipha was Izu Oshima island, which is about 120 kilometres (75 miles) south of Tokyo. Rescuers found 16 bodies, most of them buried by mudslides, police and town officials said. Dozensof homes were destroyed, and about 45 people were missing.
A woman from Tokyo died after falling into a river and being washed 10 kilometres (6 miles) downriver to Yokohama, police said. Two sixth-grade boys and another person were missing on Japan's main island, Honshu, the Fire and Disaster Management Agency said.
More than 350 homes were damaged or destroyed, including 283 on Izu Oshima, it said.
The typhoon, which stayed offshore in the Pacific, had sustained winds of 126 kilometres per hour (78 miles per hour), with gusts up to 180 kph (110 mph), before it was downgraded to a tropical storm.
More than 80 centimetres (30 inches) of rain fell on Izu Oshima during a 24-hour period ending yesterday morning, the most since record-keeping began in 1991."
earthquake,"Large earthquake off Alaska prompts tsunami fears, fleeing A magnitude 7.5 earthquake prompted a tsunami warning Monday for a nearly thousand-mile stretch of Alaska’s southern coast, with waves over 2 feet at the nearest community as the threat subsided. The quake was centered near Sand Point, a city of about 900 people off the Alaska Peninsula where wave levels late Monday topped 2 feet (0.61 meters), according to the National Tsunami Warning Center. The warning was downgraded to an advisory just over two hours after the quake hit. “It was a pretty good shaker here,” said David Adams, co-manager of Marine View Bed and Breakfast in Sand Point. “You could see the water kind of shaking and shimmering during the quake. Our truck was swaying big time.” Adams didn’t take any photos or video: “It just kind of happened all of a sudden.” The quake struck in the North Pacific Ocean just before 1 p.m. It was centered about 67 miles (118 kilometers) southeast of Sand Point, according to the Alaska Earthquake Center. The community is about 800 miles (1,288 km) southwest of Anchorage. The quake was recorded at a depth of 19 miles (30 kilometers). The National Tsunami Warning Center in Palmer, Alaska, said the tsunami warning — and later advisory — was in effect for roughly 950 miles (1,529 kilometers), from 40 miles (64 kilometers) southeast of Homer to Unimak Pass, about 80 miles (129 km) northeast of Unalaska. The quake was felt widely in communities along the southern coast, including Sand Point, Chignik, Unalaska and the Kenai Peninsula, according to the Alaska Earthquake Center, which said a magnitude 5.2 aftershock was reported 11 minutes later, centered roughly in the same area. Patrick Mayer, superintendent of the Aleutians East Borough School District, said parents picked up their children from Sand Point School, which also served an evacuation point. The earthquake was felt to varying degrees at the other four schools in the district, the closest of which is 90 miles away, he said. Mayer said a school bus was dispatched to a fish processing facility to bring workers to the school since it’s on high ground. The workers were to wear masks to protect against the spread of the coronavirus, he said, in a community where there have been only “limited cases.” Public safety officials in King Cove urged residents to remain vigilant after the warning was downgraded and to stay off the beach and out of harbors and marinas. Waves by late afternoon in King Cove were less than 2 feet (0.61 meters), according to the National Tsunami Warning Center. The size of the quake was originally reported to have been a magnitude of 7.4, but was revised to a 7.5, said Paul Caruso, a geophysicist with the U.S. Geological Survey. He said an earthquake of this size, in this area, is not a surprise. “This is an area where the Pacific Plate is subducting underneath the North American Plate. And because of that, the Pacific Plate actually goes underneath the North American Plate, where it melts,” Caruso said, noting that’s why there are volcanoes in the region. “And so we commonly have large, magnitude 7 earthquakes in that area.”"
earthquake,"WELLINGTON, New Zealand -- One of the biggest earthquakes to hit the South Pacific in modern history forced thousands of people in New Zealand to evacuate and triggered tsunami warnings across the world Friday, but it did not appear to cause injuries or major damage because it struck in remote ocean.
The magnitude 8.1 quake was the largest in a series of tremors that hit the region over several hours, including two earlier quakes that registered magnitude 7.4 and magnitude 7.3.
The earthquakes triggered warning systems and caused traffic jams and some chaos in New Zealand as people scrambled to get to higher ground, but their remoteness meant they did not appear to pose a widespread threat to lives or infrastructure.
The largest quake struck about 1,000 kilometers (620 miles) off the coast of New Zealand. One of the earlier quakes hit much closer to New Zealand and awoke many people as they felt a long, rumbling shaking.
“Hope everyone is ok out there,” New Zealand Prime Minister Jacinda Ardern wrote on Facebook during the night.
After the largest quake, civil defense authorities in New Zealand told people in some coastal areas to immediately get to higher ground. They said a damaging tsunami was possible, and waves could reach up to 3 meters (10 feet).
Emergency Management Minister Kiri Allan told reporters that people had followed the advisory.
“They felt the long or strong earthquakes and they knew to grab their bag and head into the highlands,” she said. “I can only thank and acknowledge the tireless efforts of the men and women from up and down the coast who knew how to act, when to act, and what to do.”
She warned that the threat could remain throughout much of the afternoon and people should not return home until authorities gave the all-clear. Allan said evacuations took precedence over coronavirus distancing measures.
The U.S. Tsunami Warning System also cautioned the quake could cause tsunami waves of up to 3 meters (10 feet) in Vanuatu and up to 1 meter (3 feet) in Australia, Fiji, French Polynesia and as far away as Mexico and Peru.
The U.S. Geological Survey said it was centered near the remote Kermadec Islands at a depth of 19 kilometers (12 miles).
The agency said in a report that the quake occurred at the intersection of the Pacific and Australia tectonic plates and eclipsed the largest quake previously recorded in the region, a magnitude 8.0 in 1976.
It said the interaction between the plates creates one of the most seismically active regions in the world, and it has recorded 215 quakes there above magnitude 6.0 over the past century.
Jennifer Eccles, an earthquake expert at the University of Auckland, said the quake was at the top end of the scale for those involving only the Earth's ocean crust.
“This is about as big as it gets,” she said.
She said most quakes larger than magnitude 8.0 tend to occur when a section of more robust continental crust is involved.
The U.S. Geological Survey said the magnitude 7.4 quake was likely a “foreshock” that contributed to the larger quake but that the first quake that hit closer to New Zealand was too far away in time and distance to have directly contributed.
Officials in New Zealand had hours earlier issued a tsunami warning for coastal areas after the first quake struck off its northeastern coast at about 2:30 a.m. Friday. There were no immediate reports of serious damage or casualties, and the warning was lifted just before the largest quake hit.
The U.S. Geological Survey said the first quake was centered at a depth of 21 kilometers (13 miles) under the ocean about 174 kilometers (108 miles) northeast of the city of Gisborne.
It was widely felt in New Zealand, and residents in the major cities of Auckland, Wellington and Christchurch reported being shaken awake.
In 2011, a magnitude 6.3 quake hit the city of Christchurch, killing 185 people and destroying much of its downtown."
